Car ID,차량번호,최초등록일,변속기종류,사용연료,주행거리(km),주행거리 계기상태,차대번호표기,튜닝,특별이력,용도변경,배출가스,리콜대상,차명,연식
38110852,17다1838,2018/02/01,오토,가솔린,"63,090km",양호,양호,없음,없음,없음,일산화탄소: 0.05% / 탄화수소: 10ppm,해당없음,코나,2018년식
38547807,295도3013,2020/08/11,오토,가솔린,"8,364km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 4ppm,해당없음,베리 뉴 티볼리,2021년식
38405832,304로9944,2022/07/04,-,가솔린,"142,982km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G90 (RS4),2022년식
38560722,58러5525,2015/06/10,오토,가솔린,"40,281km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 17ppm,해당 / 이행,올 뉴 카니발,2016년식
38468860,102노1196,2022/06/29,-,가솔린,"7,683km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,트레일블레이저,2022년식
38426175,02가1582,2017/12/12,오토,가솔린,"60,067km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 22ppm,해당없음,더 넥스트 스파크,2018년식
38617689,286오3732,2022/09/01,-,가솔린,"28,591km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,XM3,2023년식
37873595,69노4462,2022/08/02,-,전기,"16,199km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 미이행,일렉트리파이드 G80 (RG3),2022년식
38384424,152너9262,2018/08/03,오토,가솔린,"50,408km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 이행,올 뉴 K3,2019년식
38524372,178부6915,2020/11/03,-,가솔린,"100,688km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 미이행,G90,2021년식
38612021,168머8100,2023/06/21,오토,가솔린,"43,236km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 13ppm,해당없음,쏘렌토 4세대,2023년식
37923835,56머0719,2016/07/11,-,LPG(일반인 구입),"229,452km",양호,양호,없음,없음,없음,일산화탄소: 0.3% / 탄화수소: 23ppm,해당 / 이행,SM6,2016년식
38521846,88보9741,2015/12/22,오토,디젤,"120,855km",양호,양호,있음 / 적법,없음,없음,매연: 5%,해당없음,코란도 스포츠,2016년식
38082253,236무4731,2020/07/16,-,가솔린,"115,579km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,아반떼 (CN7),2021년식
38086678,02수5681,2018/01/02,오토,가솔린,"59,212km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 넥스트 스파크,2018년식
38632074,319루7435,2020/01/21,오토,가솔린,"71,396km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.12% / 탄화수소: 14ppm,해당없음,K5 3세대,2020년식
38599911,01모2085,2021/09/03,오토,전기,"65,123km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,일렉트리파이드 G80 (RG3),2022년식
38395644,224수9894,2019/09/18,오토,가솔린,"78,742km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G80,2020년식
38286235,274러1916,2019/09/24,오토,가솔린,"41,780km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,K7 프리미어,2020년식
37863668,177무3819,2021/05/08,오토,가솔린,"58,386km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 4ppm,해당없음,더 뉴 스파크,2021년식
38563172,145서9240,2021/11/08,오토,가솔린,"30,939km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 7ppm,해당 / 이행,G80 (RG3),2022년식
38454890,104수2398,2020/03/23,-,LPG(일반인 구입),"23,330km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 10ppm,해당없음,SM6,2020년식
38577950,05무2869,2018/10/18,오토,디젤,"82,518km",양호,양호,없음,없음,없음,매연: 1%,해당없음,QM6,2019년식
38527331,48노9837,2018/10/30,오토,가솔린,"56,140km",양호,양호,없음,없음,없음,일산화탄소: 0.3% / 탄화수소: 34ppm,해당없음,G70,2019년식
38600266,249다6571,2022/10/21,오토,디젤,"19,857km",양호,양호,없음,없음,있음 / 렌트,매연: 2%,해당없음,더 뉴 팰리세이드,2023년식
38608000,230루6601,2020/04/20,오토,가솔린,"55,959km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 2ppm,해당없음,G80 (RG3),2021년식
38561970,31다6480,2017/12/28,오토,디젤,"129,159km",양호,양호,없음,없음,없음,매연: 7%,해당 / 이행,QM6,2018년식
38482345,349서5869,2022/10/19,-,디젤,"39,406km",양호,양호,없음,없음,없음,매연: 1%,해당,더 뉴 팰리세이드,2023년식
38603804,164너9448,2020/08/31,오토,디젤,"61,767km",양호,양호,없음,없음,없음,매연: 2%,해당 / 이행,더 뉴 싼타페,2021년식
38065078,29주5321,2007/09/12,-,LPG(일반인 구입),"78,372km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,NF 쏘나타,2008년식
37871705,119라1303,2022/07/08,-,가솔린,"6,898km",양호,양호,없음,없음,없음,일산화탄소: 0.08% / 탄화수소: 8ppm,해당없음,더 뉴 팰리세이드,2023년식
38592119,246오4626,2021/06/16,오토,디젤,"24,530km",양호,양호,없음,없음,없음,매연: 1%,해당 / 이행,카니발 4세대,2021년식
38552724,25로6162,2013/07/19,오토,디젤,"237,749km",양호,양호,없음,없음,없음,매연: -%,해당 / 미이행,올란도,2013년식
38626909,114루3565,2021/06/16,-,가솔린,"43,541km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 스파크,2021년식
38122794,59조7532,2013/08/29,오토,가솔린,"199,376km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 0.1ppm,해당없음,스파크,2014년식
38399328,304수8096,2020/09/22,-,디젤,"55,130km",양호,양호,없음,없음,없음,매연: 4%,해당없음,더 뉴 싼타페,2021년식
38589547,261노4258,2021/06/04,오토,디젤,"141,878km",양호,양호,없음,없음,없음,매연: 0%,해당없음,팰리세이드,2022년식
38580103,04무0456,2016/12/07,오토,가솔린,"73,315km",양호,양호,없음,없음,없음,일산화탄소: 0.10% / 탄화수소: 10ppm,해당 / 이행,더 뉴 트랙스,2017년식
38559637,267모7990,2022/08/18,오토,디젤,"44,025km",양호,양호,없음,없음,없음,매연: 1%,해당없음,카니발 4세대,2023년식
38029772,309부4279,2019/05/03,-,가솔린,"78,132km",양호,양호,있음 / 적법,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 이행,G70,2019년식
35910520,319서9035,2018/06/25,오토,가솔린,"79,286km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G80,2018년식
38589786,32더0560,2016/06/20,오토,가솔린,"133,418km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 19ppm,해당없음,말리부,2016년식
38295558,150나4635,2023/01/31,오토,가솔린,"22,123km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,G90 (RS4),2023년식
38043202,42나1540,2017/07/03,-,가솔린,"94,426km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 미이행,더 뉴 K3,2017년식
38550463,840고1665,2024/03/05,-,디젤,"7,133km",양호,양호,없음,없음,없음,매연: 0%,해당없음,스타리아,2024년식
38424408,152마6648,2020/09/07,오토,디젤,"85,477km",양호,양호,없음,없음,없음,매연: 0%,해당없음,베리 뉴 티볼리,2021년식
38490389,317보7661,2021/07/13,-,가솔린,"9,202km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 스파크,2022년식
38265031,82머6337,2018/05/25,오토,디젤,"46,059km",양호,양호,있음 / 적법,없음,없음,매연: 1%,해당없음,렉스턴 스포츠,2018년식
38612692,115더6658,2021/04/14,오토,가솔린,"97,653km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,더 뉴 레이,2021년식
38570278,14서8964,2015/09/18,오토,가솔린,"170,005km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 3ppm,해당없음,티볼리,2016년식
38308541,152오8758,2022/08/23,오토,가솔린,"36,591km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,쏘나타 (DN8),2023년식
38417103,86더6012,2018/03/23,-,디젤,"91,692km",양호,양호,없음,없음,없음,매연: 3%,해당없음,렉스턴 스포츠,2018년식
37211494,15보5510,2022/11/28,-,전기,"24,727km",양호,양호,없음,없음,없음,일산화탄소: .% / 탄화수소: .ppm,해당없음,GV60,2022년식
38388727,367모3057,2022/01/13,-,가솔린,"1,550km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,G80 (RG3),2022년식
38603799,249다6571,2022/10/21,오토,디젤,"19,857km",양호,양호,없음,없음,있음 / 렌트,매연: 2%,해당없음,더 뉴 팰리세이드,2023년식
38301333,70루7201,2018/03/26,-,디젤,"167,988km",양호,양호,있음 / 적법,없음,없음,매연: 6%,해당 / 이행,쏠라티,2018년식
38563767,05두6647,2017/09/11,오토,디젤,"52,840km",양호,양호,없음,없음,없음,매연: 1.3%,해당없음,스토닉,2018년식
38576280,20라0514,2015/09/16,-,가솔린,"112,326km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,어메이징 뉴 크루즈,2015년식
38599002,174부2796,2021/10/06,-,가솔린,"98,836km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.3% / 탄화수소: 11ppm,해당없음,더 뉴 그랜저 IG,2022년식
37766673,28루1591,2017/08/11,-,가솔린,"65,645km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당 / 이행,G80,2018년식
38261212,10로6754,2021/08/23,오토,전기,"24,337km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,일렉트리파이드 G80 (RG3),2022년식
38558628,52다8421,2017/12/08,오토,가솔린,"97,527km",양호,양호,없음,없음,없음,일산화탄소: 0.18% / 탄화수소: 20ppm,해당없음,G70,2018년식
38447138,203버9449,2017/11/07,-,LPG(일반인 구입),"60,494km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 3ppm,해당없음,K5 2세대,2018년식
38212698,62저3799,2017/06/29,-,가솔린,"72,354km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,올 뉴 카마로,2017년식
38626091,07다7361,2017/06/27,오토,가솔린+전기,"66,670km",양호,양호,없음,없음,없음,일산화탄소: 0.03% / 탄화수소: 4ppm,해당 / 이행,니로,2018년식
38635318,388누6663,2019/12/04,오토,LPG(일반인 구입),"123,271km",양호,양호,없음,없음,없음,일산화탄소: 0.23% / 탄화수소: 3ppm,해당없음,더 뉴 QM6,2020년식
38516254,101가2578,2020/12/28,오토,LPG(일반인 구입),"110,981km",양호,양호,없음,없음,없음,일산화탄소: 0.3% / 탄화수소: 13ppm,해당없음,더 뉴 QM6,2021년식
37778399,29조2860,2018/11/09,-,가솔린,"109,920km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,SM6,2019년식
38173302,224무1568,2022/10/24,-,가솔린,"48,508km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 스파크,2022년식
38391559,289노1839,2022/07/12,-,가솔린,"8,597km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,더 뉴 K3 2세대,2022년식
37482591,04어2550,2021/06/17,오토,전기,"41,596km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당 / 이행,볼트 EV,2021년식
38611355,16더0190,2016/11/07,-,가솔린,"62,617km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 22ppm,해당 / 이행,올 뉴 K7,2016년식
38052575,398조6773,2019/12/17,-,가솔린,"23,266km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 2ppm,해당없음,올 뉴 투싼,2020년식
38429994,184어8183,2023/01/02,-,가솔린,"11,471km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,베리 뉴 티볼리,2023년식
38448444,03더0881,2016/01/08,-,가솔린,"65,068km",양호,양호,없음,없음,없음,일산화탄소: 0.14% / 탄화수소: 21ppm,해당 / 이행,EQ900,2016년식
38608510,52무7631,2021/10/13,-,전기,"22,581km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당 / 미이행,아이오닉5,2022년식
38560090,07주0804,2015/11/24,오토,가솔린,"30,009km",양호,양호,없음,없음,없음,일산화탄소: 0.04% / 탄화수소: 2ppm,해당없음,티볼리,2016년식
38451023,137가7569,2021/02/18,오토,가솔린,"69,235km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 1.0ppm,해당없음,더 뉴 그랜저 IG,2021년식
38389017,64마4294,2018/09/17,오토,가솔린,"46,600km",양호,양호,없음,없음,없음,일산화탄소: 0.3% / 탄화수소: 13ppm,해당 / 미이행,더 뉴 트랙스,2019년식
38566574,104라2087,2019/03/12,-,디젤,"163,826km",양호,양호,없음,없음,있음 / 렌트,매연: 4%,해당없음,더 뉴 쏘렌토,2020년식
38450525,05오6734,2019/05/24,-,가솔린,"93,357km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 미이행,더 뉴 말리부,2019년식
38549367,65거5624,2017/03/13,-,디젤,"88,262km",양호,양호,있음 / 적법,없음,없음,매연: 5%,해당 / 이행,더 뉴 트랙스,2017년식
38017230,13거0857,2015/10/16,오토,디젤,"83,787km",양호,양호,없음,없음,없음,매연: 0%,해당없음,더 뉴 맥스크루즈,2016년식
38600129,332러2732,2019/01/15,오토,가솔린,"26,611km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 5ppm,해당없음,더 뉴 트랙스,2019년식
38378061,02수2031,2017/09/28,-,디젤,"68,232km",양호,양호,없음,없음,없음,매연: -%,해당없음,QM6,2018년식
38063512,157더1693,2016/06/23,오토,가솔린,"65,547km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 3ppm,해당없음,아반떼 AD,2017년식
38205465,36주2599,2014/10/28,-,가솔린,"155,134km",양호,양호,없음,없음,없음,일산화탄소: 0.08% / 탄화수소: 8ppm,해당없음,올 뉴 모닝,2015년식
37684024,130모3145,2022/08/31,오토,가솔린,"11,003km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,XM3,2023년식
38290070,252루8219,2021/07/12,오토,가솔린,"34,256km",양호,양호,없음,없음,없음,일산화탄소: 0.00% / 탄화수소: 0ppm,해당없음,티볼리 에어,2022년식
37800889,82누5651,2014/08/29,수동,디젤,"107,381km",양호,양호,있음 / 적법,없음,없음,매연: 2.3%,해당없음,코란도 스포츠,2015년식
38474051,96가9409,2021/06/03,-,디젤,"86,220km",양호,양호,없음,없음,없음,매연: 1%,해당 / 미이행,더 뉴 렉스턴 스포츠 칸,2021년식
38597394,51라1096,2018/05/16,-,가솔린,"113,927km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,올 뉴 K7,2018년식
38199775,101누8352,2020/07/06,오토,가솔린,"52,630km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 미이행,XM3,2020년식
38451335,40누6807,2019/06/14,-,가솔린,"57,832km",양호,양호,없음,없음,없음,일산화탄소: 0.17% / 탄화수소: 16ppm,해당없음,올 뉴 K7,2019년식
38569897,133구8742,2022/09/27,-,가솔린,"15,841km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,투싼 (NX4),2023년식
38511815,352수4895,2020/10/26,오토,가솔린,"50,479km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 트랙스,2021년식
37701497,63저4445,2014/02/19,-,가솔린,"174,517km",양호,양호,없음,없음,없음,일산화탄소: 0.1% / 탄화수소: 20ppm,해당 / 이행,알페온,2014년식
38235758,194호7075,2022/08/16,오토,가솔린,"53,651km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,G80 (RG3),2022년식
38113148,05러2396,2022/07/28,-,전기,"3,404km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,기타,2022년식
38541861,49주5422,2012/11/14,오토,디젤,"82,798km",양호,양호,없음,없음,없음,매연: 8%,해당 / 이행,올란도,2013년식
37856161,130나9439,2016/07/21,-,가솔린+전기,"139,425km",양호,양호,있음 / 불법 / 장치,없음,없음,일산화탄소: 0.1% / 탄화수소: 2ppm,해당없음,LF 쏘나타 하이브리드,2017년식
38393628,320다8129,2017/10/27,오토,가솔린,"103,961km",양호,양호,없음,없음,없음,일산화탄소: 0.34% / 탄화수소: 50ppm,해당없음,올 뉴 말리부,2017년식
37627489,236구4830,2020/05/15,-,가솔린,"157,607km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 이행,G80,2020년식
38633817,69버8102,2018/10/22,오토,디젤,"131,492km",양호,양호,없음,없음,없음,매연: 0%,해당없음,더 뉴 쏘렌토,2019년식
38537289,61저2214,2018/09/18,오토,가솔린,"48,804km",양호,양호,없음,없음,없음,일산화탄소: 0.12% / 탄화수소: 2ppm,해당 / 미이행,G70,2018년식
38362684,152너9226,2020/07/22,-,가솔린,"65,844km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,더 뉴 레이,2021년식
38251544,252부1050,2022/07/15,-,디젤,"35,798km",양호,양호,없음,없음,없음,매연: 3%,해당없음,올 뉴 렉스턴,2023년식
38193750,117구6439,2021/12/21,-,가솔린,"12,584km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,더 뉴 K3 2세대,2022년식
38332868,42무6059,2020/10/12,-,전기,"48,991km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 아이오닉 일렉트릭,2020년식
37768667,43두8476,2011/09/19,오토,가솔린,"119,679km",양호,양호,없음,없음,없음,일산화탄소: 0.2% / 탄화수소: 19ppm,해당 / 이행,뉴SM5(신형),2011년식
38325248,313오4676,2017/10/10,-,가솔린,"175,792km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: -% / 탄화수소: -ppm,해당없음,SM6,2017년식
38254634,255마2495,2018/11/21,오토,가솔린,"85,625km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.02% / 탄화수소: 3ppm,해당없음,G80,2019년식
38253200,45서0836,2016/01/06,오토,가솔린,"78,549km",양호,양호,없음,없음,없음,일산화탄소: 0.16% / 탄화수소: 19ppm,해당 / 이행,아베오 세단,2016년식
38353103,116다7504,2020/05/04,-,가솔린,"40,918km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 5ppm,해당없음,베리 뉴 티볼리,2021년식
38371952,141호2507,2021/09/10,-,가솔린,"61,343km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,G80 (RG3),2022년식
38423100,230가3213,2021/10/08,오토,가솔린,"39,732km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 이행,G80 (RG3),2022년식
38633091,54조5812,2017/08/23,오토,가솔린,"38,070km",양호,양호,없음,없음,없음,일산화탄소: 0.11% / 탄화수소: 13ppm,해당없음,더 넥스트 스파크,2018년식
38556461,36나5570,2017/05/23,-,LPG(일반인 구입),"151,656km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당없음,올 뉴 모닝 (JA),2017년식
38487885,40노0984,2016/03/03,오토,디젤,"63,614km",양호,양호,없음,없음,없음,매연: 4.3%,해당없음,뉴코란도 C,2016년식
38320074,40오0246,2016/04/14,-,가솔린,"32,040km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당 / 이행,SM6,2016년식
38310749,197서1074,2023/05/16,-,디젤,"8,086km",양호,양호,없음,없음,없음,매연: 1%,해당 / 미이행,더 뉴 팰리세이드,2023년식
38447184,123가7456,2020/06/11,-,가솔린,"46,648km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 3ppm,해당 / 이행,K5 3세대,2020년식
38509633,399가7315,2024/01/25,오토,가솔린,"11,766km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 5ppm,해당없음,G80 (RG3),2025년식
38284606,91다4607,2022/07/06,오토,가솔린,"11,440km",양호,양호,없음,없음,없음,일산화탄소: 0.5% / 탄화수소: 1ppm,해당없음,리얼 뉴 콜로라도,2022년식
38619698,106조6716,2019/04/09,오토,디젤,"74,509km",양호,양호,없음,없음,없음,매연: 2%,해당없음,올 뉴 투싼,2019년식
38218997,168부9319,2021/09/16,오토,LPG(일반인 구입),"60,181km",양호,양호,없음,없음,없음,일산화탄소: 0.15% / 탄화수소: 15ppm,해당없음,더 뉴 QM6,2022년식
38400685,358저9292,2022/11/18,-,가솔린,"36,944km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 2ppm,해당없음,K5 3세대,2023년식
38515598,62더0456,2012/08/01,오토,가솔린,"149,260km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: -ppm,해당,뉴SM5(신형),2012년식
38331966,08도7121,2017/10/10,오토,디젤,"45,813km",양호,양호,없음,없음,없음,매연: 5%,해당없음,뉴QM3,2018년식
38608838,114조8441,2023/12/04,-,가솔린,"22,165km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 카니발 4세대,2024년식
37476456,20다1413,2017/05/10,오토,가솔린,874km,양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,티볼리 에어,2017년식
38639447,248두9439,2019/04/05,오토,가솔린,"118,728km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0.01% / 탄화수소: 1ppm,해당없음,더 K9,2019년식
38284799,60우9084,2008/10/01,오토,가솔린,"175,919km",양호,양호,없음,없음,없음,일산화탄소: 0.13% / 탄화수소: 23ppm,해당없음,NF 쏘나타 트랜스폼,2009년식
38605995,47루2286,2012/10/15,오토,가솔린,"117,659km",양호,양호,없음,없음,없음,일산화탄소: 0.07% / 탄화수소: 9ppm,해당없음,스파크,2012년식
38173569,01보2598,2018/02/09,오토,디젤,"105,825km",양호,양호,없음,없음,없음,매연: 3.4%,해당없음,더 뉴 쏘렌토,2018년식
38513065,98오1172,2019/11/15,수동,디젤,"15,530km",양호,양호,없음,없음,없음,매연: 3%,해당없음,마스터,2019년식
38388180,37무8289,2012/08/24,오토,가솔린,"69,183km",양호,양호,없음,없음,없음,일산화탄소: 0.02% / 탄화수소: 23ppm,해당없음,아반떼 MD,2013년식
38539625,185무8012,2021/09/16,-,가솔린,"36,368km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,K8,2022년식
38383093,64러1148,2012/03/02,오토,LPG(일반인 구입),"219,586km",양호,양호,없음,없음,없음,일산화탄소: 0.17% / 탄화수소: 28ppm,해당없음,뉴SM5(신형),2012년식
37482769,399러7684,2019/03/11,-,가솔린,"95,321km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,더 뉴 레이,2019년식
37898687,22로8246,2015/07/28,오토,디젤,"151,727km",양호,양호,없음,없음,없음,매연: 10%,해당없음,QM3,2015년식
38357587,04우1204,2013/12/31,-,가솔린,"236,919km",양호,양호,없음,없음,있음 / 렌트,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,에쿠스(신형),2014년식
38472983,168거3202,2020/01/20,오토,가솔린,"26,446km",양호,양호,없음,없음,없음,일산화탄소: -% / 탄화수소: 4ppm,해당없음,더 뉴 스파크,2020년식
36149894,26오7550,2014/08/27,-,LPG(일반인 구입),"139,453km",양호,양호,없음,없음,없음,일산화탄소: 0.05% / 탄화수소: 6ppm,해당없음,더 뉴 K5,2015년식
37393641,63마4494,2008/07/24,오토,가솔린,"118,626km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 5ppm,해당없음,SM7 New Art,2008년식
38441608,97라1027,2021/10/05,-,가솔린,"41,457km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,리얼 뉴 콜로라도,2021년식
38566821,137루8466,2021/02/03,-,디젤,"37,866km",양호,양호,없음,없음,없음,매연: 1%,해당 / 미이행,팰리세이드,2021년식
37203512,65구0571,2016/04/25,오토,가솔린+전기,"144,629km",양호,양호,없음,없음,없음,일산화탄소: 0.07% / 탄화수소: 11ppm,해당없음,LF 쏘나타 하이브리드,2016년식
38631651,93다4257,2021/09/13,-,가솔린+LPG,"40,382km",양호,양호,있음 / 적법,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,리얼 뉴 콜로라도,2021년식
38397516,52더7810,2018/09/05,-,가솔린,"163,981km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 5ppm,해당없음,SM3 네오,2018년식
38563143,26수1899,2013/08/16,-,가솔린+전기,"201,220km",양호,양호,없음,없음,없음,일산화탄소: 0% / 탄화수소: 0ppm,해당없음,K5 하이브리드,2013년식
38210685,138마3394,2021/07/20,-,가솔린,"29,394km",양호,양호,없음,없음,없음,일산화탄소: 0.01% / 탄화수소: 2ppm,해당,더 뉴 G70,2021년식
